epoch,train_loss,train_mIoU,train_f1,train_recall,train_precision,valid_loss,valid_mIoU,valid_f1,valid_recall,valid_precision
1,1.532937228679657,0.3029294424671137,0.4216625365898671,0.6031332355575189,0.4563843176527348,1.4980722427368165,0.34719992313621967,0.47200772008573316,0.6045089514181284,0.5537716479855173
2,1.491565171125773,0.3916054719613481,0.5171679226666427,0.6289594834167433,0.5751770959936181,1.4699544310569763,0.38935280489566815,0.5130714351786125,0.5517544668289367,0.6569595888145523
3,1.473695695400238,0.41075435555456385,0.5352961187979002,0.6525982543570092,0.5959395294072525,1.4598502159118651,0.45193792401418464,0.5900717865799192,0.7506620623203296,0.5708136443137908
4,1.45516885132403,0.44638400270509043,0.5676467707263028,0.6585356767447191,0.6501140752595773,1.4401677966117858,0.42642712078967593,0.5347350644127205,0.5599062971942497,0.7150411429649303
5,1.4448814665949024,0.4762639388334821,0.5931885879082485,0.6770611944417356,0.6768306950734885,1.4321504592895509,0.42025200959476294,0.5303102255197006,0.5796401994772247,0.6714200149942564
6,1.4363211490012504,0.4889136127389869,0.6015671577382328,0.6717009218160621,0.6902517313826796,1.4295554995536803,0.40840166654611265,0.513055180500445,0.5458037992366432,0.7047648712033503
7,1.426092751928278,0.5109454018625758,0.6211526320529371,0.6815575559281991,0.7182792246139927,1.4376227259635925,0.4947490062893958,0.6154570319890461,0.8510911896018646,0.5856299097472607
8,1.4180081567248783,0.5454902721119972,0.6534624067043023,0.7211757987556869,0.7369559911463954,1.4078760147094727,0.5173655172559016,0.627227013242544,0.6594614380539301,0.7394899143085796
9,1.4085810571103483,0.5851489955008345,0.6935990799786449,0.7515303991777339,0.75640368821934,1.3994638085365296,0.5567381316158088,0.6693410638853786,0.7377937821824958,0.7321015958938335
10,1.4001873055019893,0.611882310291209,0.713543718441892,0.7694117174172076,0.7772627815932593,1.393209660053253,0.5892979340591094,0.6852694758889324,0.6938896334491451,0.8339647329685187
11,1.3943377942652315,0.6187378085084217,0.7227719385682942,0.7754957789815127,0.7812916189020013,1.387387228012085,0.5723160929232722,0.6730899032581135,0.6843515582486953,0.8418638071195328
12,1.3941798645096857,0.6249060242782926,0.7282120688389763,0.7821069425028819,0.7855376018470149,1.3850539088249207,0.6136292568693625,0.7178398225698481,0.7416183217766088,0.8518852574857405
13,1.3865175762692012,0.6498999954317752,0.7518580273851289,0.8067951440852081,0.8000692785094093,1.3785797476768493,0.6277340395434617,0.7298377971241992,0.7811718117660863,0.797384285613244
14,1.3846874124295003,0.6470105808240018,0.7495340933045822,0.8023286675058489,0.796686924054376,1.3784987211227417,0.6343334488371297,0.7376441774766869,0.8086243182069177,0.7942287323937801
15,1.3824624048696983,0.663643286789249,0.7604801499365369,0.8060845971717072,0.8140750692628606,1.394952404499054,0.5732609040679035,0.6870899645580366,0.8926728013434457,0.6364692576652078
16,1.3744877592937366,0.6785519631068884,0.7723108535389397,0.8220973592403644,0.8204736750346746,1.3730486750602722,0.6501491111484192,0.7417897840554908,0.7341785768188395,0.8715532471699406
17,1.3747397564552926,0.6851894854777952,0.7799137497926478,0.8256610718348141,0.8243809195652885,1.3677679896354675,0.6635257809291358,0.7645369641069355,0.8278763910728391,0.8081613155737258
18,1.370680548049308,0.6939468195923953,0.7847299838863708,0.8281683473372978,0.8272435233617927,1.3692985415458678,0.6608492781911395,0.7515481710675711,0.7768608095804044,0.8426358950118612
19,1.371343362975765,0.6953981523582142,0.788980400862533,0.8314534139172814,0.8276064474532191,1.3633689761161805,0.6807039655739648,0.7722092968580786,0.8180462486171255,0.8435067954568474
20,1.3683840004173484,0.7065011715479985,0.7960325667840487,0.8353416593831992,0.8455229788608609,1.3569162368774415,0.705295719449569,0.7966821414373266,0.8428897291503781,0.8373939938835328
21,1.3662586840423379,0.707985770984384,0.7993143999278043,0.8384863315725243,0.8406122200711971,1.3708485603332519,0.6623005317952944,0.7535498013285535,0.7384733313770735,0.8902781434767739
22,1.3633536245371844,0.7289866879014661,0.8136782605447132,0.8529633797990046,0.851102296058072,1.3708093166351318,0.6498408024234579,0.7361764919952796,0.7322884900451888,0.8918599681995569
23,1.3619161441519454,0.7227465757812948,0.8086955723996448,0.8459461568898065,0.8501118166381314,1.3568761944770813,0.7048410398915668,0.788043626050927,0.8171544997663889,0.8575385691546691
24,1.3622339835038055,0.7394562022581109,0.8245240115574664,0.8632228862656398,0.8528318716676072,1.361118447780609,0.6878156487368254,0.7803588947885418,0.8254548166452726,0.8418341094357658
25,1.3623939478719556,0.7263496442959292,0.814004098840695,0.852904989064396,0.8462719659261022,1.3564046502113343,0.6961942555818071,0.7823556997179665,0.7988301478861582,0.8511001549814912
26,1.3606378629400924,0.7391292890276929,0.8202404214816078,0.8588650104874141,0.8516135147031592,1.3610739827156066,0.6992427262222636,0.7827634464768897,0.7852064734658881,0.8717990844469596
27,1.3587611092103493,0.7397725577639138,0.822207779856012,0.8599213181284054,0.8588390224836987,1.3565085649490356,0.6852863976153952,0.7747281322314378,0.8181926066341388,0.8490521868537408
28,1.3574212177379712,0.7474478814516896,0.8306234738662237,0.8693848101588909,0.8553247986454607,1.3520640969276427,0.7382170294900277,0.822268521883494,0.8416975595912023,0.8722353730239284
29,1.35988714082821,0.733197981288006,0.8173718935683615,0.8600925372973728,0.8496241894428292,1.3576771855354308,0.6914357389682702,0.7862113916279352,0.8544816082825106,0.8114161922657089
30,1.3583533989416587,0.7453643128044275,0.8274952958728126,0.8648427822275271,0.8546943506002517,1.356695306301117,0.7195516596750899,0.8076778190316112,0.8308912929259359,0.8587763429001736
31,1.357519903698483,0.7445416266791071,0.8250686134256495,0.8568481003797228,0.8694453089459087,1.3598801851272584,0.7078182151782894,0.8002064045361742,0.8584796664289769,0.8154949588165105
32,1.3551536186321362,0.753066418927383,0.8314890453543491,0.8629458964789104,0.8651271829884598,1.3549795985221862,0.7087753645627501,0.8017239970998059,0.8879618493312309,0.8047455259596653
33,1.3535527699702494,0.7526920601689698,0.8317030767856591,0.8637097376951411,0.8673235851769797,1.3526993274688721,0.7118831889971301,0.801116304902231,0.8019457077884979,0.8947853631532556
34,1.3519578672744132,0.7588734052942085,0.8368685521989165,0.8737864182615998,0.867852789665697,1.3513614177703857,0.7352979947332177,0.8201379141983374,0.8132631230991347,0.9105448270814112
35,1.351420433134646,0.7614042049582667,0.8388170112032581,0.8735704897098084,0.8670628401885214,1.350907039642334,0.7200023025675261,0.7998391131493324,0.7979392637286824,0.9028645365324351
36,1.3481250840264398,0.7722812260724794,0.8471301938944336,0.869993436174212,0.8858187594623109,1.346118450164795,0.7586588224921613,0.8395967751570877,0.8578581961713881,0.8785104967870303
37,1.3504542579522003,0.7719651489149566,0.8477066577873298,0.8762835652178993,0.8786158892191557,1.3479021906852722,0.7365159427552285,0.8194020162505773,0.8714839929350882,0.8400233583659202
38,1.3505313557547491,0.7779319854444656,0.852342118231569,0.8802191411612652,0.8795582326392704,1.349715518951416,0.7308182445969793,0.8198302540270948,0.8432537251938991,0.8567664732054128
39,1.3518267177246712,0.7688963475807182,0.8445616530670375,0.8784512947701681,0.8691682087524453,1.3473702192306518,0.726114157828041,0.8109566750440044,0.8653246929482877,0.8468403861384463
