epoch,train_loss,train_mIoU,train_f1,train_recall,train_precision,valid_loss,valid_mIoU,valid_f1,valid_recall,valid_precision
1,3.99578608371116,0.6246776618378871,0.7407248110128347,0.9460413748848577,0.6576665552468604,3.9199135065078736,0.6838155907088452,0.7941557473208911,0.925721141547115,0.7358001096691262
2,3.885201151306565,0.7779312663355211,0.8648999443974187,0.9503054868641783,0.8147685525540275,3.875882458686829,0.7445868527342809,0.8360071897879708,0.9280095235270878,0.8003553474733878
3,3.8470088307921952,0.8011205189938206,0.8793217455795986,0.9493850620613068,0.8408291164929218,3.8226436376571655,0.7951435949952878,0.8697383919022641,0.8853343067474493,0.8880833695288327
4,3.805116028399081,0.8360331542251642,0.9021387524088064,0.9559995020717169,0.8731657075670238,3.799071931838989,0.7917865002287784,0.8692833502399793,0.9373358965869777,0.8429513234768198
5,3.7804693660220585,0.8409824988720589,0.9045310546556424,0.952275980900612,0.881593609264699,3.7736596345901487,0.8084348569188858,0.8799042807808037,0.9496239182776733,0.8489366786675981
6,3.7489546118555843,0.8546839769457588,0.9143266286898111,0.9574438091438195,0.8904706074489633,3.7410690784454346,0.8127899701959462,0.8752083821499775,0.8738769326515715,0.9312846921811332
7,3.7221279627568014,0.8555410278734252,0.9128531365879148,0.9489738424321227,0.8993465980124445,3.7213903427124024,0.7911654872905078,0.8699040139624523,0.9389852369950192,0.8433153593794313
8,3.7068831533999056,0.8580928084033846,0.9150546602121171,0.9480676832924235,0.9012358530995133,3.7087260484695435,0.7979012805659955,0.8593270328645639,0.8713856730904311,0.916138914485105
9,3.703819094477473,0.8538959139730498,0.9113125920092326,0.9453389559186745,0.9021738616005379,3.7035213470458985,0.8152966382201002,0.8838142640370672,0.9245782927756727,0.880328495362836
10,3.6912585110277742,0.8574283541233543,0.9137926240988529,0.9470341887056682,0.9023593383370662,3.6868313789367675,0.8016986570417055,0.8725545040461828,0.9383654716343847,0.8558265054793756
11,3.6819903592805603,0.866720531194747,0.9197583029499873,0.9496516267223502,0.9113209771902802,3.685638904571533,0.8145584616406071,0.8811734339303415,0.9127847297131984,0.890829159178004
12,3.664087028116793,0.8613603117860273,0.9168751385188332,0.9438188173442829,0.9109681757090083,3.66885769367218,0.8162779252448111,0.8833496385326827,0.9207086286632306,0.8762513800168227
13,3.6565807638941585,0.8707278736488886,0.9233203413964901,0.9490569824601355,0.9148753794623177,3.700599694252014,0.7523113717400909,0.8334070006385368,0.9623815975097448,0.7834403686173771
14,3.6558990478515625,0.8743389307234413,0.9250029945450209,0.9453749298313125,0.9223049027063257,3.661426854133606,0.7957765707523237,0.8636888793702399,0.9074655873695203,0.8800213000879251
15,3.650179624557495,0.8740072566246136,0.9240303058935451,0.9464735985498964,0.9196290759190315,3.6528515100479124,0.8020192816662138,0.8732474137692318,0.9437088307366942,0.8421514113251771
16,3.631054955559808,0.8832429928264305,0.9311134007030235,0.9505434639734585,0.9265777776342542,3.6389245986938477,0.8327357850752394,0.8944152082276566,0.9101369367783795,0.9128201003773923
17,3.6195276524569535,0.8937233243773585,0.9385447084167056,0.9559202777209971,0.9324111162233385,3.631532311439514,0.8404293534853207,0.8972961879174521,0.9120452112809503,0.9192239601347468
18,3.617637392636892,0.8927462036792189,0.938471025656318,0.9524210157885072,0.9347529523037074,3.626182270050049,0.8418231465569516,0.8978381646364548,0.9220161928294512,0.9119675426667635
19,3.6290560219738937,0.8891580233734246,0.9354414045502979,0.9501917451173515,0.9328110890606993,3.629344606399536,0.8265669398430926,0.885003863913199,0.9140407313990171,0.9010632524052701
20,3.640255541414828,0.8567800305507198,0.9126396542759223,0.9335670400059904,0.9156034095377786,3.6325682640075683,0.8319909695738079,0.8935393893964315,0.9139166026648139,0.9073403229481057
21,3.6072050075273254,0.884644100291466,0.9327394773056004,0.9472753766826232,0.9317317042697357,3.6282050371170045,0.8005655369938538,0.8701093523977231,0.9416179996538263,0.8440681102028635
22,3.616404046883454,0.8857850524240586,0.9329561628194256,0.9478369981530814,0.9326506957822053,3.631237840652466,0.8184325188641134,0.879267685217229,0.9074797225437556,0.9007279960844581
